display_name_input,display_name_matched,source_id,issn,works_count,host_org
ARCHIVES OF PHYSIOLOGY AND BIOCHEMISTRY,Archives of Physiology and Biochemistry,https://openalex.org/S19783875,1381-3455|1744-4160,2846,Taylor & Francis
ARCHIVES OF PSYCHIATRIC NURSING,Archives of Psychiatric Nursing,https://openalex.org/S69840963,0883-9417|1532-8228,2846,Elsevier BV
ARCHIVES OF PUBLIC HEALTH,Archives of Public Health,https://openalex.org/S2764539601,0778-7367|2049-3258,1527,BioMed Central
ARCHIVES OF RHEUMATOLOGY,Archives of Rheumatology,https://openalex.org/S2764371252,2148-5046|2618-6500,867,
ARCHIVES OF TOXICOLOGY,Archives of Toxicology,https://openalex.org/S87018847,0340-5761|1432-0738,8611,Springer Science+Business Media
ARCHIVES OF VIROLOGY,Archives of Virology,https://openalex.org/S57491091,0304-8608|1432-8798,14052,Springer Science+Business Media
ARCHIVES OF WOMENS MENTAL HEALTH,Archives of Womens Mental Health,https://openalex.org/S56165108,,9,Springer Nature
ARCHIVOS ARGENTINOS DE PEDIATRIA,Archivos Argentinos de Pediatria,https://openalex.org/S387551,0325-0075|1668-3501,3876,Sociedad Argentina de Pediatría
ARCHIVUM IMMUNOLOGIAE ET THERAPIAE EXPERIMENTALIS,Archivum Immunologiae et Therapiae Experimentalis,https://openalex.org/S25199142,0004-069X|1661-4917,879,Springer Science+Business Media
ARCTIC,ARCTIC,https://openalex.org/S108820144,0004-0843|1923-1245,4853,Arctic Institute of North America
ARCTIC ANTARCTIC AND ALPINE RESEARCH,Arctic Antarctic and Alpine Research,https://openalex.org/S111448270,1523-0430|1938-4246,1918,Institute of Arctic and Alpine Research
ARCTIC SCIENCE,Arctic Science,https://openalex.org/S4210197217,2368-7460,292,Canadian Science Publishing
ARDEA,Ardea,https://openalex.org/S197671267,0373-2266|2213-1175,929,
ARID LAND RESEARCH AND MANAGEMENT,Arid Land Research and Management,https://openalex.org/S81401984,1532-4982|1532-4990,743,Taylor & Francis
ARKIVOC,ARKIVOC,https://openalex.org/S116969037,1551-7004|1551-7012,4776,"ARKAT USA, Inc."
ARP RHEUMATOLOGY,ARP Rheumatology,https://openalex.org/S4393919626,2795-4552,0,
ARQUIVOS BRASILEIROS DE CARDIOLOGIA,Arquivos Brasileiros de Cardiologia,https://openalex.org/S67004851,0066-782X|1678-4170,6827,Sociedade Brasileira de Cardiologia (SBC)
ARQUIVOS BRASILEIROS DE OFTALMOLOGIA,Arquivos Brasileiros de Oftalmologia,https://openalex.org/S2801039,0004-2749|1678-2925,4239,Conselho Brasileiro de Oftalmologia
ARQUIVOS DE NEURO-PSIQUIATRIA,Arquivos de Neuro-Psiquiatria,https://openalex.org/S166523383,0004-282X|1678-4227,9411,Thieme Medical Publishers (Germany)
ARS MATHEMATICA CONTEMPORANEA,Ars Mathematica Contemporanea,https://openalex.org/S61442588,1855-3974|1855-3966,770,"Society of Mathematicians, Physicists and Astronomers of Slovenia"
ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,Arteriosclerosis Thrombosis and Vascular Biology,https://openalex.org/S3485792,1079-5642|1524-4636,17425,Lippincott Williams & Wilkins
ARTERY RESEARCH,Artery Research,https://openalex.org/S2725811,1872-9312|1876-4401,3067,BioMed Central
ARTHRITIS & RHEUMATOLOGY,Arthritis & Rheumatology,https://openalex.org/S4210186158,2326-5191|2326-5205,4261,Wiley
ARTHRITIS CARE & RESEARCH,Arthritis Care & Research,https://openalex.org/S13698240,2151-464X|2151-4658,4176,Wiley
ARTHRITIS RESEARCH & THERAPY,Arthritis Research & Therapy,https://openalex.org/S149170128,1478-6354|1478-6362,5975,BioMed Central
ARTHROPOD STRUCTURE & DEVELOPMENT,Arthropod Structure & Development,https://openalex.org/S38044275,1467-8039|1873-5495,1203,Elsevier BV
ARTHROPOD SYSTEMATICS & PHYLOGENY,Arthropod Systematics & Phylogeny,https://openalex.org/S4210188621,1863-7221|1864-8312,66,Pensoft Publishers
ARTHROPOD-PLANT INTERACTIONS,Arthropod-Plant Interactions,https://openalex.org/S61151778,1872-8847|1872-8855,950,Springer Science+Business Media
ARTIFICIAL CELLS NANOMEDICINE AND BIOTECHNOLOGY,Artificial Cells Nanomedicine and Biotechnology,https://openalex.org/S2489428960,2169-1401|2169-141X,2108,Informa
ARTIFICIAL INTELLIGENCE,Artificial Intelligence,https://openalex.org/S196139623,0004-3702|1872-7921,5628,Elsevier BV
ARTIFICIAL INTELLIGENCE AND LAW,Artificial Intelligence and Law,https://openalex.org/S96609033,0924-8463|1572-8382,589,Springer Science+Business Media
ARTIFICIAL INTELLIGENCE IN AGRICULTURE,Artificial Intelligence in Agriculture,https://openalex.org/S4210228435,2589-7217,111,Elsevier BV
ARTIFICIAL INTELLIGENCE IN MEDICINE,Artificial Intelligence in Medicine,https://openalex.org/S42468263,0933-3657|1873-2860,2504,Elsevier BV
ARTIFICIAL INTELLIGENCE REVIEW,Artificial Intelligence Review,https://openalex.org/S122814990,0269-2821|1573-7462,2094,Springer Science+Business Media
ARTIFICIAL LIFE,Artificial Life,https://openalex.org/S2181302,1064-5462|1530-9185,1457,The MIT Press
ARTIFICIAL ORGANS,Artificial Organs,https://openalex.org/S40391745,0160-564X|1525-1594,8342,Wiley
ASAIO JOURNAL,ASAIO Journal,https://openalex.org/S8999885,1058-2916|1538-943X,10880,Lippincott Williams & Wilkins
ASHRAE JOURNAL,ASHRAE journal,https://openalex.org/S1170834,0001-2491,931,Elsevier BV
ASIA PACIFIC JOURNAL OF CLINICAL NUTRITION,Asia Pacific Journal of Clinical Nutrition,https://openalex.org/S98647789,0964-7058|1440-6047,740,Wiley
ASIA-PACIFIC JOURNAL OF ATMOSPHERIC SCIENCES,Asia-Pacific Journal of Atmospheric Sciences,https://openalex.org/S55449769,1976-7633|1976-7951,1728,Springer Science+Business Media
ASIA-PACIFIC JOURNAL OF CHEMICAL ENGINEERING,Asia-Pacific Journal of Chemical Engineering,https://openalex.org/S196825396,1932-2135|1932-2143,2046,Wiley
ASIA-PACIFIC JOURNAL OF CLINICAL ONCOLOGY,Asia-Pacific Journal of Clinical Oncology,https://openalex.org/S77500791,1743-7555|1743-7563,3163,Wiley
ASIA-PACIFIC JOURNAL OF ONCOLOGY NURSING,Asia-Pacific Journal of Oncology Nursing,https://openalex.org/S2737730191,2347-5625|2349-6673,692,Medknow
ASIA-PACIFIC JOURNAL OF OPHTHALMOLOGY,Asia-Pacific Journal of Ophthalmology,https://openalex.org/S4210173874,2162-0989,1012,Lippincott Williams & Wilkins
ASIA-PACIFIC PSYCHIATRY,Asia-Pacific Psychiatry,https://openalex.org/S78012151,1758-5864|1758-5872,836,Wiley
ASIAN BIOMEDICINE,Asian Biomedicine,https://openalex.org/S37617766,1875-855X|1905-7415,1203,Chulalongkorn University
ASIAN HERPETOLOGICAL RESEARCH,Asian Herpetological Research,https://openalex.org/S2478435593,2095-0357,179,Science Press
ASIAN JOURNAL OF ANDROLOGY,Asian Journal of Andrology,https://openalex.org/S78604184,1008-682X|1745-7262,2735,Medknow
ASIAN JOURNAL OF CONTROL,Asian Journal of Control,https://openalex.org/S103568991,1561-8625|1934-6093,3597,Wiley
ASIAN JOURNAL OF MATHEMATICS,Asian Journal of Mathematics,https://openalex.org/S45079764,1093-6106|1945-0036,940,
ASIAN JOURNAL OF ORGANIC CHEMISTRY,Asian Journal of Organic Chemistry,https://openalex.org/S2491942749,2193-5807|2193-5815,3212,Wiley
ASIAN JOURNAL OF PHARMACEUTICAL SCIENCES,Asian Journal of Pharmaceutical Sciences,https://openalex.org/S2764650913,1818-0876|2221-285X,789,Elsevier BV
ASIAN JOURNAL OF PSYCHIATRY,Asian Journal of Psychiatry,https://openalex.org/S152361726,1876-2018|1876-2026,3659,Elsevier BV
ASIAN JOURNAL OF SURGERY,Asian Journal of Surgery,https://openalex.org/S111902150,1015-9584|0219-3108,4556,Elsevier BV
ASIAN MYRMECOLOGY,Asian Myrmecology,https://openalex.org/S2482358896,2462-2362,129,Universiti Malaysia Sabah
ASIAN NURSING RESEARCH,Asian Nursing Research,https://openalex.org/S164414985,1976-1317|2093-7482,593,Elsevier BV
ASIAN PACIFIC JOURNAL OF ALLERGY AND IMMUNOLOGY,Asian Pacific Journal of Allergy and Immunology,https://openalex.org/S34205847,0125-877X,550,Allergy and Immunology Society of Thailand
ASIAN PACIFIC JOURNAL OF TROPICAL BIOMEDICINE,Asian Pacific Journal of Tropical Biomedicine,https://openalex.org/S2765002354,2221-1691|2588-9222,2138,Medknow
ASIAN PACIFIC JOURNAL OF TROPICAL MEDICINE,Asian Pacific Journal of Tropical Medicine,https://openalex.org/S203437272,1995-7645,2440,Elsevier BV
ASLIB JOURNAL OF INFORMATION MANAGEMENT,Aslib Journal of Information Management,https://openalex.org/S4210181081,2050-3806|2050-3814,506,Emerald Publishing Limited
ASME JOURNAL OF HEAT AND MASS TRANSFER,ASME Journal of Heat and Mass Transfer,https://openalex.org/S4387284931,2832-8450|2832-8469,0,
ASN NEURO,ASN NEURO,https://openalex.org/S119308939,1759-0914,421,SAGE Publishing
ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES,Assay and Drug Development Technologies,https://openalex.org/S76283439,1540-658X|1557-8127,1336,"Mary Ann Liebert, Inc."
ASSISTENZA INFERMIERISTICA E RICERCA,Assistenza infermieristica e ricerca,https://openalex.org/S61073132,1592-5986|2038-1778,517,
ASTROBIOLOGY,Astrobiology,https://openalex.org/S202896352,1557-8070|1531-1074,1937,"Mary Ann Liebert, Inc."
ASTRONOMISCHE NACHRICHTEN,Astronomische Nachrichten,https://openalex.org/S173695690,0004-6337|1521-3994,55820,Wiley
ASTRONOMY & GEOPHYSICS,Astronomy & Geophysics,https://openalex.org/S139349145,1366-8781|1468-4004,5441,Oxford University Press
ASTRONOMY AND COMPUTING,Astronomy and Computing,https://openalex.org/S107133554,2213-1337|2213-1345,528,Elsevier BV
ASTRONOMY REPORTS,Astronomy Reports,https://openalex.org/S133798273,1063-7729|1562-6881,2824,Pleiades Publishing
ASTROPARTICLE PHYSICS,Astroparticle Physics,https://openalex.org/S202958571,0927-6505|1873-2852,2577,Elsevier BV
ASTROPHYSICAL BULLETIN,Astrophysical Bulletin,https://openalex.org/S90376174,1990-3413|1990-3421,669,Pleiades Publishing
ASTROPHYSICS,Astrophysics,https://openalex.org/S933939914,0571-7256|1573-8191,3574,Springer Science+Business Media
ASTROPHYSICS AND SPACE SCIENCE,Astrophysics and Space Science,https://openalex.org/S121986758,0004-640X|1572-946X,18895,Springer Science+Business Media
ASYMPTOTIC ANALYSIS,Asymptotic Analysis,https://openalex.org/S141283892,0921-7134|1875-8576,1728,IOS Press
AT-AUTOMATISIERUNGSTECHNIK,At-automatisierungstechnik,https://openalex.org/S174003050,,44,Walter de Gruyter
ATHEROSCLEROSIS,Atherosclerosis,https://openalex.org/S206830620,0021-9150|1879-1484,32057,Elsevier BV
ATHEROSCLEROSIS PLUS,Atherosclerosis Plus,https://openalex.org/S4210236682,2667-0895|2667-0909,106,Elsevier BV
ATLANTIC GEOLOGY,Atlantic Geology,https://openalex.org/S82865260,0843-5561|1718-7885,1118,Atlantic Geoscience Society
ATMOSPHERE,Atmosphere,https://openalex.org/S946213959,2073-4433,8372,Multidisciplinary Digital Publishing Institute
ATMOSPHERE-OCEAN,ATMOSPHERE-OCEAN,https://openalex.org/S40735159,0705-5900|1480-9214|1488-7576,1355,Taylor & Francis
ATMOSPHERIC CHEMISTRY AND PHYSICS,Atmospheric chemistry and physics,https://openalex.org/S162708223,1680-7316|1680-7324,13355,Copernicus Publications
ATMOSPHERIC ENVIRONMENT,Atmospheric Environment,https://openalex.org/S4210198353,1352-2310|1873-2844,20061,Elsevier BV
ATMOSPHERIC MEASUREMENT TECHNIQUES,Atmospheric measurement techniques,https://openalex.org/S70769875,1867-1381|1867-8548,4170,Copernicus Publications
ATMOSPHERIC POLLUTION RESEARCH,Atmospheric Pollution Research,https://openalex.org/S30869261,1309-1042,1980,Elsevier BV
ATMOSPHERIC RESEARCH,Atmospheric Research,https://openalex.org/S171488675,0169-8095|1873-2895,6671,Elsevier BV
ATMOSPHERIC SCIENCE LETTERS,Atmospheric Science Letters,https://openalex.org/S165886213,1530-261X,1282,Wiley
ATOMIC DATA AND NUCLEAR DATA TABLES,Atomic Data and Nuclear Data Tables,https://openalex.org/S24484104,0092-640X|1090-2090,1612,Elsevier BV
ATOMIC ENERGY,Atomic Energy,https://openalex.org/S135345724,1063-4258|1573-8205,6290,Springer Science+Business Media
ATOMIC SPECTROSCOPY,Atomic Spectroscopy,https://openalex.org/S159336986,0195-5373|2708-521X,668,Atomic Spectroscopy Press Limited
ATOMIZATION AND SPRAYS,Atomization and Sprays,https://openalex.org/S24312346,1044-5110|1936-2684,1370,Begell House
ATTENTION PERCEPTION & PSYCHOPHYSICS,Attention Perception & Psychophysics,https://openalex.org/S4210230012,1943-3921|1943-393X,3046,Springer Science+Business Media
ATW-INTERNATIONAL JOURNAL FOR NUCLEAR POWER,Atw-international Journal for Nuclear Power,https://openalex.org/S965919352,,24,
AUDIOLOGY AND NEUROTOLOGY,Audiology and Neurotology,https://openalex.org/S60637438,1420-3030|1421-9700,1416,Karger Publishers
AUGMENTATIVE AND ALTERNATIVE COMMUNICATION,Augmentative and Alternative Communication,https://openalex.org/S147155939,0743-4618|1477-3848,1156,Taylor & Francis
AURIS NASUS LARYNX,Auris Nasus Larynx,https://openalex.org/S66787336,0385-8146|1879-1476,4294,Elsevier BV
AUSTRAL ECOLOGY,Austral Ecology,https://openalex.org/S38880878,1442-9985|1442-9993,4423,Wiley
AUSTRAL ENTOMOLOGY,Austral Entomology,https://openalex.org/S4210180117,2052-174X|2052-1758,611,Wiley
AUSTRAL JOURNAL OF VETERINARY SCIENCES,Austral journal of veterinary sciences,https://openalex.org/S4210215904,0719-8000|0719-8132,164,
AUSTRALASIAN EMERGENCY CARE,Australasian Emergency Care,https://openalex.org/S2898446752,2588-994X|2589-1375,301,Elsevier BV
AUSTRALASIAN JOURNAL OF DERMATOLOGY,Australasian Journal of Dermatology,https://openalex.org/S140888521,0004-8380|1440-0960,5717,Wiley
AUSTRALASIAN JOURNAL ON AGEING,Australasian Journal on Ageing,https://openalex.org/S123849394,1440-6381|1741-6612,2739,Wiley
AUSTRALASIAN ORTHODONTIC JOURNAL,Australasian Orthodontic Journal,https://openalex.org/S4210177234,2207-7472|2207-7480,293,Exeley Inc
AUSTRALASIAN PLANT PATHOLOGY,Australasian Plant Pathology,https://openalex.org/S168542390,0815-3191|1448-6032,3108,Springer Science+Business Media
AUSTRALASIAN PSYCHIATRY,Australasian Psychiatry,https://openalex.org/S13240397,1039-8562|1440-1665,5224,SAGE Publishing
AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,Australian & New Zealand Journal of Statistics,https://openalex.org/S105764114,1369-1473|1467-842X,1161,Wiley
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH,Australian and New Zealand Journal of Public Health,https://openalex.org/S4210198536,1326-0200|1753-6405,4300,Elsevier BV
AUSTRALIAN CRITICAL CARE,Australian Critical Care,https://openalex.org/S149987840,1036-7314|1878-1721,3047,Elsevier BV
AUSTRALIAN DENTAL JOURNAL,Australian Dental Journal,https://openalex.org/S183124736,0045-0421|1834-7819,8050,Wiley
AUSTRALIAN ENDODONTIC JOURNAL,Australian Endodontic Journal,https://openalex.org/S181117821,1329-1947|1747-4477,1746,Wiley
AUSTRALIAN FORESTRY,Australian Forestry,https://openalex.org/S161202776,0004-9158|2325-6087,2996,Taylor & Francis
AUSTRALIAN HEALTH REVIEW,Australian Health Review,https://openalex.org/S176070599,0156-5788|1449-8944,2675,CSIRO Publishing
AUSTRALIAN JOURNAL OF ADVANCED NURSING,Australian journal of advanced nursing,https://openalex.org/S200799433,0813-0531|1447-4328,438,
AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,Australian Journal of Agricultural and Resource Economics,https://openalex.org/S3593595,1364-985X|1467-8489,1605,Wiley
AUSTRALIAN JOURNAL OF BOTANY,Australian Journal of Botany,https://openalex.org/S137870640,0067-1924|1444-9862,3506,CSIRO Publishing
AUSTRALIAN JOURNAL OF CHEMISTRY,Australian Journal of Chemistry,https://openalex.org/S91238560,0004-9425|1445-0038,14898,CSIRO Publishing
AUSTRALIAN JOURNAL OF EARTH SCIENCES,Australian Journal of Earth Sciences,https://openalex.org/S55736957,0812-0099|1440-0952,2662,Taylor & Francis
AUSTRALIAN JOURNAL OF FORENSIC SCIENCES,Australian Journal of Forensic Sciences,https://openalex.org/S17551671,0045-0618|1834-562X,1807,Taylor & Francis
AUSTRALIAN JOURNAL OF GENERAL PRACTICE,Australian Journal of General Practice,https://openalex.org/S4210183753,2208-7958|2208-794X,690,Royal Australian College of General Practitioners
AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,Australian Journal of Grape and Wine Research,https://openalex.org/S62863702,1322-7130|1755-0238,1156,Wiley
AUSTRALIAN JOURNAL OF PRIMARY HEALTH,Australian Journal of Primary Health,https://openalex.org/S74719093,1448-7527|1836-7399,1932,CSIRO Publishing
AUSTRALIAN JOURNAL OF RURAL HEALTH,Australian Journal of Rural Health,https://openalex.org/S144350125,1038-5282|1440-1584,2631,Wiley
AUSTRALIAN JOURNAL OF ZOOLOGY,Australian Journal of Zoology,https://openalex.org/S185825760,0004-959X|1446-5698,3059,CSIRO Publishing
AUSTRALIAN MAMMALOGY,Australian Mammalogy,https://openalex.org/S158693716,0310-0049|1836-7402,1438,CSIRO Publishing
AUSTRALIAN OCCUPATIONAL THERAPY JOURNAL,Australian Occupational Therapy Journal,https://openalex.org/S74916569,0045-0766|1440-1630,3902,Wiley
AUSTRALIAN SYSTEMATIC BOTANY,Australian Systematic Botany,https://openalex.org/S57397647,1030-1887|1446-5701,1152,CSIRO Publishing
AUSTRALIAN VETERINARY JOURNAL,Australian Veterinary Journal,https://openalex.org/S93354060,0005-0423|1751-0813,20431,Wiley
AUTEX RESEARCH JOURNAL,Autex Research Journal,https://openalex.org/S2501125583,1470-9589|2300-0929,563,De Gruyter Open
AUTISM RESEARCH,Autism Research,https://openalex.org/S191399632,1939-3806|1939-3792,2066,Wiley
AUTOIMMUNITY,Autoimmunity,https://openalex.org/S41163404,0891-6934|1026-7859|1607-842X,2833,Informa
AUTOIMMUNITY REVIEWS,Autoimmunity Reviews,https://openalex.org/S12874817,1568-9972|1873-0183,3045,Elsevier BV
AUTOMATED SOFTWARE ENGINEERING,Automated Software Engineering,https://openalex.org/S4210177399,0928-8910|1573-7535,757,Springer Science+Business Media
AUTOMATICA,Automatica,https://openalex.org/S51360982,0005-1098|1873-2836,13878,Elsevier BV
AUTOMATIKA,Automatika,https://openalex.org/S62387513,0005-1144|1848-3380,911,Taylor & Francis
AUTOMATION AND REMOTE CONTROL,Automation and Remote Control,https://openalex.org/S134188425,0005-1179|1608-3032,4179,Pleiades Publishing
AUTOMATION IN CONSTRUCTION,Automation in Construction,https://openalex.org/S172073041,0926-5805|1872-7891,4891,Elsevier BV
AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,Autonomous Agents and Multi-Agent Systems,https://openalex.org/S5405189,1387-2532|1573-7454,1040,Springer Science+Business Media
AUTONOMOUS ROBOTS,Autonomous Robots,https://openalex.org/S144091109,0929-5593|1573-7527,1555,Springer Science+Business Media
AUTOPHAGY,Autophagy,https://openalex.org/S102544370,1554-8627|1554-8635,4194,Taylor & Francis
AVIAN BIOLOGY RESEARCH,Avian Biology Research,https://openalex.org/S124370801,1758-1559|1758-1567,501,SAGE Publishing
AVIAN CONSERVATION AND ECOLOGY,Avian Conservation and Ecology,https://openalex.org/S2486385061,1712-6568,509,Resilience Alliance
AVIAN DISEASES,Avian Diseases,https://openalex.org/S68792902,0005-2086|1938-4351,7884,American Association of Avian Pathologists
